,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
2330,0,3,0,80,3,0,0,0,1,1,0,4,7,1,2,4,4,2,1,0,0,0,1,1
2331,0,3,0,80,3,4,1,0,1,1,0,4,7,1,2,4,4,2,1,1,0,0,1,1
2332,1,0,0,55,3,4,1,0,1,1,0,4,7,1,2,4,4,2,1,0,0,1,0,1
2333,1,0,0,55,3,1,1,0,1,1,0,4,7,1,2,4,4,2,1,1,0,0,1,0
2334,1,0,0,80,3,2,0,0,1,1,0,4,7,1,2,4,4,2,1,0,0,0,1,0
2335,2,0,0,55,0,2,0,0,1,1,0,4,7,1,2,4,4,2,1,1,1,0,1,1
2336,2,0,0,55,0,4,1,0,1,1,0,4,7,1,2,4,4,2,1,1,1,0,1,1
2337,2,0,0,80,0,1,1,0,1,1,0,4,7,1,2,4,4,2,1,1,0,0,1,0
2338,2,0,0,80,0,3,0,0,1,1,0,4,7,1,2,4,4,2,1,0,0,1,0,1
2339,2,0,0,55,0,0,1,0,1,1,0,4,7,1,2,4,4,2,1,0,0,0,1,1
2340,2,0,0,55,0,2,0,0,1,1,0,4,7,1,2,4,4,2,1,1,0,0,1,0
2341,0,0,0,55,2,0,1,0,1,1,0,2,0,1,2,1,2,2,1,0,0,0,1,1
2342,0,1,0,80,1,2,0,0,1,1,0,2,0,1,2,1,2,2,1,0,0,0,1,1
2343,0,1,0,80,1,3,0,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,1
2344,0,1,0,80,2,2,0,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,1
2345,0,1,0,80,2,2,1,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,1
2346,0,1,0,80,3,0,0,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,1
2347,0,1,0,55,2,3,1,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,1
2348,0,3,0,80,1,2,0,0,1,1,0,2,0,1,2,1,2,2,1,0,0,0,1,1
2349,0,3,0,80,1,1,1,0,1,1,0,2,0,1,2,1,2,2,1,0,0,0,1,0
2350,0,3,0,80,1,4,0,0,1,1,0,2,0,1,2,1,2,2,1,0,0,0,1,0
2351,0,3,0,80,1,2,0,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,1
2352,0,3,0,80,3,0,0,0,1,1,0,2,0,1,2,1,2,2,1,0,0,0,1,1
2353,0,3,0,80,3,4,1,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,1
2354,1,0,0,55,3,4,1,0,1,1,0,2,0,1,2,1,2,2,1,0,0,1,0,1
2355,1,0,0,55,3,1,1,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,0
2356,1,0,0,80,3,2,0,0,1,1,0,2,0,1,2,1,2,2,1,0,0,0,1,0
2357,2,0,0,55,0,2,0,0,1,1,0,2,0,1,2,1,2,2,1,1,1,0,1,0
2358,2,0,0,55,0,4,1,0,1,1,0,2,0,1,2,1,2,2,1,1,1,0,1,1
2359,2,0,0,80,0,1,1,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,0
2360,2,0,0,80,0,3,0,0,1,1,0,2,0,1,2,1,2,2,1,0,0,1,0,1
2361,2,0,0,55,0,0,1,0,1,1,0,2,0,1,2,1,2,2,1,0,0,0,1,1
2362,2,0,0,55,0,2,0,0,1,1,0,2,0,1,2,1,2,2,1,1,0,0,1,0
2363,0,0,0,55,2,0,1,0,6,0,1,5,7,6,0,0,4,3,1,0,0,0,1,1
2364,0,1,0,80,1,2,0,0,6,0,1,5,7,6,0,0,4,3,1,0,0,0,1,0
2365,0,1,0,80,1,4,1,0,6,0,1,5,7,6,0,0,4,3,1,0,0,0,1,0
2366,0,1,0,80,1,3,0,0,6,0,1,5,7,6,0,0,4,3,1,1,0,0,1,1
2367,0,1,0,80,2,2,1,0,6,0,1,5,7,6,0,0,4,3,1,0,0,0,1,0
2368,0,1,0,80,2,2,0,0,6,0,1,5,7,6,0,0,4,3,1,1,0,0,1,0
2369,0,1,0,80,2,2,1,0,6,0,1,5,7,6,0,0,4,3,1,1,0,0,1,1
2370,0,1,0,80,3,2,0,0,6,0,1,5,7,6,0,0,4,3,1,0,0,0,1,0
2371,0,1,0,80,3,0,0,0,6,0,1,5,7,6,0,0,4,3,1,1,0,0,1,1
2372,0,1,0,55,2,2,0,0,6,0,1,5,7,6,0,0,4,3,1,0,0,0,1,0
2373,0,1,0,55,2,3,1,0,6,0,1,5,7,6,0,0,4,3,1,1,0,0,1,1
2374,0,0,0,55,1,2,0,0,6,0,1,5,7,6,0,0,4,3,1,0,0,0,1,0
2375,1,0,0,55,3,4,1,0,6,0,1,5,7,6,0,0,4,3,1,0,0,1,0,0
2376,1,0,0,55,3,1,1,0,6,0,1,5,7,6,0,0,4,3,1,1,0,0,1,1
2377,1,0,0,80,3,2,0,0,6,0,1,5,7,6,0,0,4,3,1,0,0,0,1,0
2378,2,0,0,55,0,4,1,0,6,0,1,5,7,6,0,0,4,3,1,1,1,0,1,0
2379,2,0,0,80,0,1,1,0,6,0,1,5,7,6,0,0,4,3,1,1,0,0,1,1
2380,2,0,0,80,0,3,0,0,6,0,1,5,7,6,0,0,4,3,1,0,0,1,0,1
2381,2,0,0,55,0,0,1,0,6,0,1,5,7,6,0,0,4,3,1,0,0,0,1,1
2382,2,0,0,55,0,2,0,0,6,0,1,5,7,6,0,0,4,3,1,1,0,0,1,0
2383,0,0,0,55,2,0,1,1,1,0,0,2,2,8,1,1,2,1,0,0,0,0,1,1
2384,0,1,0,80,1,2,0,1,1,0,0,2,2,8,1,1,2,1,0,0,0,0,1,1
2385,0,1,0,80,1,4,1,1,1,0,0,2,2,8,1,1,2,1,0,0,0,0,1,0
2386,0,1,0,80,1,3,0,1,1,0,0,2,2,8,1,1,2,1,0,1,0,0,1,0
2387,0,1,0,80,2,2,1,1,1,0,0,2,2,8,1,1,2,1,0,0,0,0,1,1
2388,0,1,0,80,2,2,0,1,1,0,0,2,2,8,1,1,2,1,0,1,0,0,1,0
2389,0,1,0,80,2,2,1,1,1,0,0,2,2,8,1,1,2,1,0,1,0,0,1,1
2390,0,1,0,80,2,0,1,1,1,0,0,2,2,8,1,1,2,1,0,1,0,0,1,1
2391,0,1,0,80,3,2,0,1,1,0,0,2,2,8,1,1,2,1,0,0,0,0,1,1
2392,0,1,0,80,3,0,0,1,1,0,0,2,2,8,1,1,2,1,0,1,0,0,1,1
2393,0,1,0,55,2,2,0,1,1,0,0,2,2,8,1,1,2,1,0,0,0,0,1,1
2394,0,1,0,55,2,3,1,1,1,0,0,2,2,8,1,1,2,1,0,1,0,0,1,0
2395,0,0,0,55,1,2,0,1,1,0,0,2,2,8,1,1,2,1,0,0,0,0,1,1
2396,1,0,0,55,3,4,1,1,1,0,0,2,2,8,1,1,2,1,0,0,0,1,0,1
2397,1,0,0,55,3,1,1,1,1,0,0,2,2,8,1,1,2,1,0,1,0,0,1,0
2398,1,0,0,80,3,2,0,1,1,0,0,2,2,8,1,1,2,1,0,0,0,0,1,1
2399,2,0,0,55,0,2,0,1,1,0,0,2,2,8,1,1,2,1,0,1,1,0,1,1
2400,2,0,0,55,0,4,1,1,1,0,0,2,2,8,1,1,2,1,0,1,1,0,1,1
2401,2,0,0,80,0,1,1,1,1,0,0,2,2,8,1,1,2,1,0,1,0,0,1,0
2402,2,0,0,80,0,3,0,1,1,0,0,2,2,8,1,1,2,1,0,0,0,1,0,0
2403,2,0,0,55,0,0,1,1,1,0,0,2,2,8,1,1,2,1,0,0,0,0,1,1
2404,2,0,0,55,0,2,0,1,1,0,0,2,2,8,1,1,2,1,0,1,0,0,1,1
2405,0,0,0,55,2,0,1,1,7,2,1,3,7,1,3,3,3,4,4,0,0,0,1,1
2406,0,1,0,80,1,2,0,1,7,2,1,3,7,1,3,3,3,4,4,0,0,0,1,1
2407,0,1,0,80,1,3,0,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,0
2408,0,1,0,80,2,2,0,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2409,0,1,0,80,2,2,1,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2410,0,1,0,80,3,0,0,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2411,0,1,0,55,2,3,1,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2412,0,2,0,80,1,0,0,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2413,0,2,0,80,1,3,0,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2414,0,2,0,80,1,4,1,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2415,0,2,0,80,2,0,1,1,7,2,1,3,7,1,3,3,3,4,4,0,0,0,1,0
2416,0,2,0,55,2,0,1,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,0
2417,0,2,0,55,3,2,0,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2418,1,0,0,55,3,4,1,1,7,2,1,3,7,1,3,3,3,4,4,0,0,1,0,1
2419,1,0,0,55,3,1,1,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,0
2420,1,0,0,80,3,2,0,1,7,2,1,3,7,1,3,3,3,4,4,0,0,0,1,1
2421,2,0,0,55,0,2,0,1,7,2,1,3,7,1,3,3,3,4,4,1,1,0,1,0
2422,2,0,0,55,0,4,1,1,7,2,1,3,7,1,3,3,3,4,4,1,1,0,1,1
2423,2,0,0,80,0,1,1,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2424,2,0,0,80,0,3,0,1,7,2,1,3,7,1,3,3,3,4,4,0,0,1,0,1
2425,2,0,0,55,0,0,1,1,7,2,1,3,7,1,3,3,3,4,4,0,0,0,1,1
2426,2,0,0,55,0,2,0,1,7,2,1,3,7,1,3,3,3,4,4,1,0,0,1,1
2427,0,0,0,55,2,0,1,0,2,0,0,2,13,3,3,3,3,3,1,0,0,0,1,1
2428,0,1,0,80,1,2,0,0,2,0,0,2,13,3,3,3,3,3,1,0,0,0,1,1
2429,0,1,0,80,1,4,1,0,2,0,0,2,13,3,3,3,3,3,1,0,0,0,1,1
2430,0,1,0,80,1,3,0,0,2,0,0,2,13,3,3,3,3,3,1,1,0,0,1,1
2431,0,1,0,80,2,2,1,0,2,0,0,2,13,3,3,3,3,3,1,0,0,0,1,1
2432,0,1,0,80,2,2,0,0,2,0,0,2,13,3,3,3,3,3,1,1,0,0,1,1
2433,0,1,0,80,2,2,1,0,2,0,0,2,13,3,3,3,3,3,1,1,0,0,1,1
2434,0,1,0,80,2,0,1,0,2,0,0,2,13,3,3,3,3,3,1,1,0,0,1,1
2435,0,1,0,80,3,2,0,0,2,0,0,2,13,3,3,3,3,3,1,0,0,0,1,1
2436,0,1,0,80,3,0,0,0,2,0,0,2,13,3,3,3,3,3,1,1,0,0,1,1
2437,0,1,0,55,2,2,0,0,2,0,0,2,13,3,3,3,3,3,1,0,0,0,1,1
2438,0,1,0,55,2,3,1,0,2,0,0,2,13,3,3,3,3,3,1,1,0,0,1,1
2439,0,0,0,55,1,2,0,0,2,0,0,2,13,3,3,3,3,3,1,0,0,0,1,1
2440,1,0,0,55,3,4,1,0,2,0,0,2,13,3,3,3,3,3,1,0,0,1,0,1
2441,1,0,0,55,3,1,1,0,2,0,0,2,13,3,3,3,3,3,1,1,0,0,1,1
2442,1,0,0,80,3,2,0,0,2,0,0,2,13,3,3,3,3,3,1,0,0,0,1,1
2443,2,0,0,55,0,2,0,0,2,0,0,2,13,3,3,3,3,3,1,1,1,0,1,1
2444,2,0,0,55,0,4,1,0,2,0,0,2,13,3,3,3,3,3,1,1,1,0,1,1
2445,2,0,0,80,0,1,1,0,2,0,0,2,13,3,3,3,3,3,1,1,0,0,1,1
2446,2,0,0,80,0,3,0,0,2,0,0,2,13,3,3,3,3,3,1,0,0,1,0,1
2447,2,0,0,55,0,0,1,0,2,0,0,2,13,3,3,3,3,3,1,0,0,0,1,1
2448,2,0,0,55,0,2,0,0,2,0,0,2,13,3,3,3,3,3,1,1,0,0,1,1
2449,0,0,0,55,2,0,1,0,7,2,1,2,3,2,0,1,4,3,1,0,0,0,1,1
2450,0,1,0,80,1,2,0,0,7,2,1,2,3,2,0,1,4,3,1,0,0,0,1,1
2451,0,1,0,80,1,3,0,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2452,0,1,0,80,2,2,0,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2453,0,1,0,80,2,2,1,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2454,0,1,0,80,3,0,0,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2455,0,1,0,55,2,3,1,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2456,0,2,0,80,1,0,0,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,1
2457,0,2,0,80,1,3,0,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,1
2458,0,2,0,80,1,4,1,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2459,0,2,0,80,2,0,1,0,7,2,1,2,3,2,0,1,4,3,1,0,0,0,1,1
2460,0,2,0,55,2,0,1,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2461,0,2,0,55,3,2,0,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2462,1,0,0,55,3,4,1,0,7,2,1,2,3,2,0,1,4,3,1,0,0,1,0,0
2463,1,0,0,55,3,1,1,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2464,1,0,0,80,3,2,0,0,7,2,1,2,3,2,0,1,4,3,1,0,0,0,1,0
2465,2,0,0,55,0,2,0,0,7,2,1,2,3,2,0,1,4,3,1,1,1,0,1,0
2466,2,0,0,55,0,4,1,0,7,2,1,2,3,2,0,1,4,3,1,1,1,0,1,0
2467,2,0,0,80,0,1,1,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2468,2,0,0,80,0,3,0,0,7,2,1,2,3,2,0,1,4,3,1,0,0,1,0,1
2469,2,0,0,55,0,0,1,0,7,2,1,2,3,2,0,1,4,3,1,0,0,0,1,1
2470,2,0,0,55,0,2,0,0,7,2,1,2,3,2,0,1,4,3,1,1,0,0,1,0
2471,0,0,0,55,2,0,1,1,7,0,0,2,13,1,2,2,1,2,1,0,0,0,1,1
2472,0,1,0,80,1,2,0,1,7,0,0,2,13,1,2,2,1,2,1,0,0,0,1,1
2473,0,1,0,80,1,4,1,1,7,0,0,2,13,1,2,2,1,2,1,0,0,0,1,1
2474,0,1,0,80,1,3,0,1,7,0,0,2,13,1,2,2,1,2,1,1,0,0,1,1
2475,0,1,0,80,2,2,1,1,7,0,0,2,13,1,2,2,1,2,1,0,0,0,1,1
2476,0,1,0,80,2,2,0,1,7,0,0,2,13,1,2,2,1,2,1,1,0,0,1,1
2477,0,1,0,80,2,2,1,1,7,0,0,2,13,1,2,2,1,2,1,1,0,0,1,1
2478,0,1,0,80,2,0,1,1,7,0,0,2,13,1,2,2,1,2,1,1,0,0,1,1
2479,0,1,0,80,3,2,0,1,7,0,0,2,13,1,2,2,1,2,1,0,0,0,1,0
2480,0,1,0,80,3,0,0,1,7,0,0,2,13,1,2,2,1,2,1,1,0,0,1,1
2481,0,1,0,55,2,2,0,1,7,0,0,2,13,1,2,2,1,2,1,0,0,0,1,1
2482,0,1,0,55,2,3,1,1,7,0,0,2,13,1,2,2,1,2,1,1,0,0,1,1
2483,0,0,0,55,1,2,0,1,7,0,0,2,13,1,2,2,1,2,1,0,0,0,1,1
2484,1,0,0,55,3,4,1,1,7,0,0,2,13,1,2,2,1,2,1,0,0,1,0,1
2485,1,0,0,55,3,1,1,1,7,0,0,2,13,1,2,2,1,2,1,1,0,0,1,0
2486,1,0,0,80,3,2,0,1,7,0,0,2,13,1,2,2,1,2,1,0,0,0,1,0
2487,2,0,0,55,0,2,0,1,7,0,0,2,13,1,2,2,1,2,1,1,1,0,1,1
2488,2,0,0,55,0,4,1,1,7,0,0,2,13,1,2,2,1,2,1,1,1,0,1,0
2489,2,0,0,80,0,1,1,1,7,0,0,2,13,1,2,2,1,2,1,1,0,0,1,1
2490,2,0,0,80,0,3,0,1,7,0,0,2,13,1,2,2,1,2,1,0,0,1,0,1
2491,2,0,0,55,0,0,1,1,7,0,0,2,13,1,2,2,1,2,1,0,0,0,1,0
2492,2,0,0,55,0,2,0,1,7,0,0,2,13,1,2,2,1,2,1,1,0,0,1,0
2493,0,0,0,55,2,0,1,0,5,2,1,4,15,8,0,2,2,2,1,0,0,0,1,1
2494,0,1,0,80,1,2,0,0,5,2,1,4,15,8,0,2,2,2,1,0,0,0,1,1
2495,0,1,0,80,1,3,0,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2496,0,1,0,80,2,2,0,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,1
2497,0,1,0,80,2,2,1,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2498,0,1,0,80,3,0,0,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2499,0,1,0,55,2,3,1,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,1
2500,0,2,0,80,1,0,0,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2501,0,2,0,80,1,3,0,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2502,0,2,0,80,1,4,1,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2503,0,2,0,80,2,0,1,0,5,2,1,4,15,8,0,2,2,2,1,0,0,0,1,0
2504,0,2,0,55,2,0,1,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2505,0,2,0,55,3,2,0,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2506,1,0,0,55,3,4,1,0,5,2,1,4,15,8,0,2,2,2,1,0,0,1,0,0
2507,1,0,0,55,3,1,1,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,1
2508,1,0,0,80,3,2,0,0,5,2,1,4,15,8,0,2,2,2,1,0,0,0,1,1
2509,2,0,0,55,0,2,0,0,5,2,1,4,15,8,0,2,2,2,1,1,1,0,1,1
2510,2,0,0,55,0,4,1,0,5,2,1,4,15,8,0,2,2,2,1,1,1,0,1,0
2511,2,0,0,80,0,1,1,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2512,2,0,0,80,0,3,0,0,5,2,1,4,15,8,0,2,2,2,1,0,0,1,0,1
2513,2,0,0,55,0,2,0,0,5,2,1,4,15,8,0,2,2,2,1,1,0,0,1,0
2514,0,0,0,55,2,0,1,1,6,2,1,4,7,8,3,0,3,3,2,0,0,0,1,1
2515,0,1,0,80,1,2,0,1,6,2,1,4,7,8,3,0,3,3,2,0,0,0,1,0
2516,0,1,0,80,1,3,0,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2517,0,1,0,80,2,2,0,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2518,0,1,0,80,2,2,1,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2519,0,1,0,80,3,0,0,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2520,0,1,0,55,2,3,1,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2521,0,2,0,80,1,0,0,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2522,0,2,0,80,1,3,0,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,1
2523,0,2,0,80,1,4,1,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2524,0,2,0,80,2,0,1,1,6,2,1,4,7,8,3,0,3,3,2,0,0,0,1,1
2525,0,2,0,55,2,0,1,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,1
2526,0,2,0,55,3,2,0,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2527,1,0,0,55,3,4,1,1,6,2,1,4,7,8,3,0,3,3,2,0,0,1,0,1
2528,1,0,0,55,3,1,1,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,1
2529,1,0,0,80,3,2,0,1,6,2,1,4,7,8,3,0,3,3,2,0,0,0,1,0
2530,2,0,0,55,0,2,0,1,6,2,1,4,7,8,3,0,3,3,2,1,1,0,1,0
2531,2,0,0,55,0,4,1,1,6,2,1,4,7,8,3,0,3,3,2,1,1,0,1,1
2532,2,0,0,80,0,1,1,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2533,2,0,0,80,0,3,0,1,6,2,1,4,7,8,3,0,3,3,2,0,0,1,0,1
2534,2,0,0,55,0,0,1,1,6,2,1,4,7,8,3,0,3,3,2,0,0,0,1,1
2535,2,0,0,55,0,2,0,1,6,2,1,4,7,8,3,0,3,3,2,1,0,0,1,0
2536,0,0,0,55,2,0,1,0,2,2,1,4,1,3,0,2,2,2,1,0,0,0,1,1
2537,0,1,0,80,1,2,0,0,2,2,1,4,1,3,0,2,2,2,1,0,0,0,1,1
2538,0,1,0,80,1,3,0,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2539,0,1,0,80,2,2,0,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2540,0,1,0,80,2,2,1,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2541,0,1,0,80,3,0,0,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2542,0,1,0,55,2,3,1,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2543,0,2,0,80,1,0,0,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2544,0,2,0,80,1,3,0,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2545,0,2,0,80,1,4,1,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2546,0,2,0,55,2,0,1,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2547,0,2,0,55,3,2,0,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2548,1,0,0,55,3,4,1,0,2,2,1,4,1,3,0,2,2,2,1,0,0,1,0,0
2549,1,0,0,55,3,1,1,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2550,1,0,0,80,3,2,0,0,2,2,1,4,1,3,0,2,2,2,1,0,0,0,1,0
2551,2,0,0,55,0,2,0,0,2,2,1,4,1,3,0,2,2,2,1,1,1,0,1,1
2552,2,0,0,55,0,4,1,0,2,2,1,4,1,3,0,2,2,2,1,1,1,0,1,0
2553,2,0,0,80,0,1,1,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2554,2,0,0,80,0,3,0,0,2,2,1,4,1,3,0,2,2,2,1,0,0,1,0,1
2555,2,0,0,55,0,0,1,0,2,2,1,4,1,3,0,2,2,2,1,0,0,0,1,1
2556,2,0,0,55,0,2,0,0,2,2,1,4,1,3,0,2,2,2,1,1,0,0,1,1
2557,0,0,0,55,2,0,1,1,5,3,1,2,18,4,1,1,2,2,2,0,0,0,1,1
2558,0,1,0,80,1,2,0,1,5,3,1,2,18,4,1,1,2,2,2,0,0,0,1,1
2559,0,1,0,80,1,3,0,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,1
2560,0,1,0,80,2,2,0,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,1
2561,0,1,0,80,2,2,1,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,1
2562,0,1,0,80,3,0,0,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,1
2563,0,1,0,55,2,3,1,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,1
2564,0,3,0,80,1,2,0,1,5,3,1,2,18,4,1,1,2,2,2,0,0,0,1,1
2565,0,3,0,80,1,1,1,1,5,3,1,2,18,4,1,1,2,2,2,0,0,0,1,1
2566,0,3,0,80,1,4,0,1,5,3,1,2,18,4,1,1,2,2,2,0,0,0,1,0
2567,0,3,0,80,1,2,0,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,1
2568,0,3,0,80,3,0,0,1,5,3,1,2,18,4,1,1,2,2,2,0,0,0,1,1
2569,0,3,0,80,3,4,1,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,0
2570,1,0,0,55,3,4,1,1,5,3,1,2,18,4,1,1,2,2,2,0,0,1,0,0
2571,1,0,0,55,3,1,1,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,0
2572,1,0,0,80,3,2,0,1,5,3,1,2,18,4,1,1,2,2,2,0,0,0,1,1
2573,2,0,0,55,0,2,0,1,5,3,1,2,18,4,1,1,2,2,2,1,1,0,1,1
2574,2,0,0,55,0,4,1,1,5,3,1,2,18,4,1,1,2,2,2,1,1,0,1,0
2575,2,0,0,80,0,1,1,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,0
2576,2,0,0,80,0,3,0,1,5,3,1,2,18,4,1,1,2,2,2,0,0,1,0,1
2577,2,0,0,55,0,0,1,1,5,3,1,2,18,4,1,1,2,2,2,0,0,0,1,1
2578,2,0,0,55,0,2,0,1,5,3,1,2,18,4,1,1,2,2,2,1,0,0,1,0
2579,0,0,0,55,2,0,1,0,5,2,1,4,3,8,1,2,2,3,1,0,0,0,1,1
2580,0,1,0,80,1,2,0,0,5,2,1,4,3,8,1,2,2,3,1,0,0,0,1,1
2581,0,1,0,80,1,3,0,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,0
2582,0,1,0,80,2,2,0,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,0
2583,0,1,0,80,2,2,1,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,0
2584,0,1,0,80,3,0,0,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,1
2585,0,1,0,55,2,3,1,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,1
2586,0,2,0,80,1,0,0,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,0
2587,0,2,0,80,1,3,0,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,0
2588,0,2,0,80,1,4,1,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,0
2589,0,2,0,80,2,0,1,0,5,2,1,4,3,8,1,2,2,3,1,0,0,0,1,1
2590,0,2,0,55,2,0,1,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,1
2591,0,2,0,55,3,2,0,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,0
2592,1,0,0,55,3,4,1,0,5,2,1,4,3,8,1,2,2,3,1,0,0,1,0,1
2593,1,0,0,55,3,1,1,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,1
2594,1,0,0,80,3,2,0,0,5,2,1,4,3,8,1,2,2,3,1,0,0,0,1,1
2595,2,0,0,55,0,2,0,0,5,2,1,4,3,8,1,2,2,3,1,1,1,0,1,1
2596,2,0,0,55,0,4,1,0,5,2,1,4,3,8,1,2,2,3,1,1,1,0,1,0
2597,2,0,0,80,0,1,1,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,1
2598,2,0,0,80,0,3,0,0,5,2,1,4,3,8,1,2,2,3,1,0,0,1,0,1
2599,2,0,0,55,0,0,1,0,5,2,1,4,3,8,1,2,2,3,1,0,0,0,1,1
2600,2,0,0,55,0,2,0,0,5,2,1,4,3,8,1,2,2,3,1,1,0,0,1,0
2601,0,0,0,55,2,0,1,1,1,0,0,4,9,7,2,2,2,3,2,0,0,0,1,1
